# Supplementary Table T4. SCENIC regulons and regulon specificity scores (RSS).
# 200 active regulons x 18 clusters (pySCENIC, 20-run consensus; 7,878-cell/8-sample
# subset). regulon suffix (+)/(-) = activating/repressing. RSS = Jensen-Shannon specificity;
# rss_rank_in_cluster = 1 is the most cluster-specific regulon. Long format: one row per (cluster, regulon).
cluster	regulon	RSS	rss_rank_in_cluster
11	FOXO1_(+)	0.1821	143
11	RXRA_(-)	0.1808	144
11	ERG_(-)	0.1801	145
11	ZNF354C_(+)	0.1801	145
11	NFE2L1_(+)	0.1794	147
11	SMAD4_(+)	0.1792	148
11	IRF8_(+)	0.1783	149
11	TBP_(+)	0.1782	150
11	ARID3A_(+)	0.1779	151
11	ELF4_(+)	0.1779	151
11	HOXD10_(+)	0.1779	151
11	MAFB_(+)	0.1779	151
11	LTF_(+)	0.1774	155
11	DLX2_(+)	0.1772	156
11	PGR_(+)	0.1767	157
11	GATA2_(-)	0.1763	158
11	RXRG_(+)	0.1759	159
11	EHF_(-)	0.1751	160
11	THRB_(-)	0.175	161
11	MAFF_(-)	0.1747	162
11	MYB_(+)	0.1725	163
11	NHLH1_(+)	0.1719	164
11	RUNX3_(+)	0.1719	164
11	ETV6_(+)	0.1717	166
11	IRF5_(+)	0.1717	166
11	HOXA13_(-)	0.1713	168
11	PRDM1_(+)	0.1703	169
11	HOXA10_(-)	0.1701	170
11	FOXA2_(+)	0.1697	171
11	ASCL1_(+)	0.1696	172
11	CREM_(+)	0.1696	172
11	IRF6_(-)	0.1695	174
11	SOX13_(+)	0.1694	175
11	HLTF_(+)	0.1692	176
11	HOXA10_(+)	0.1689	177
11	OVOL2_(+)	0.1689	177
11	GABPA_(+)	0.1686	179
11	PAX7_(+)	0.1685	180
11	ISL1_(+)	0.1684	181
11	MNX1_(+)	0.1684	181
11	SOX2_(+)	0.1681	183
11	ETV5_(+)	0.1677	184
11	ZNF519_(+)	0.1676	185
11	TCF7L1_(-)	0.1675	186
11	CHURC1_(+)	0.1674	187
11	FOS_(-)	0.1674	187
11	FOXG1_(+)	0.1674	187
11	FOXI1_(+)	0.1674	187
11	GATA6_(+)	0.1674	187
11	HOXD1_(+)	0.1674	187
11	IKZF2_(-)	0.1674	187
11	KLF4_(-)	0.1674	187
11	LEF1_(-)	0.1674	187
11	LHX6_(+)	0.1674	187
11	NEUROD1_(+)	0.1674	187
11	SIX5_(+)	0.1674	187
11	TFAP2C_(-)	0.1674	187
11	USF2_(+)	0.1674	187
12	NFE2L1_(+)	0.2814	1
12	MAFG_(+)	0.2786	2
12	IRF7_(+)	0.2772	3
12	PURA_(+)	0.2769	4
12	ZNF580_(+)	0.2733	5
12	HOXB13_(+)	0.2707	6
12	SPDEF_(+)	0.2671	7
12	MAZ_(+)	0.2661	8
12	GATAD1_(+)	0.2655	9
12	JUND_(+)	0.2587	10
12	ILF2_(+)	0.2582	11
12	RXRA_(+)	0.2576	12
12	YBX1_(+)	0.2562	13
12	CEBPB_(+)	0.2561	14
12	STAT1_(+)	0.2557	15
12	DBP_(+)	0.2551	16
12	NFIC_(+)	0.2547	17
12	YY1_(+)	0.2533	18
12	FOXA1_(+)	0.252	19
12	FOXA2_(-)	0.2493	20
12	MZF1_(+)	0.2464	21
12	CEBPD_(+)	0.2462	22
12	KLF4_(+)	0.2421	23
12	HNF4A_(+)	0.2413	24
12	E2F1_(+)	0.2411	25
12	FOS_(+)	0.2397	26
12	JUN_(+)	0.2392	27
12	GATA2_(+)	0.2388	28
12	IRX4_(+)	0.2385	29
12	NFYB_(+)	0.2385	29
12	SOX4_(+)	0.2382	31
12	TCF3_(+)	0.2374	32
12	NKX3-1_(+)	0.2367	33
12	BPTF_(+)	0.2354	34
12	MAFF_(+)	0.2353	35
12	KLF6_(+)	0.2334	36
12	BCLAF1_(+)	0.2333	37
12	VEZF1_(+)	0.2331	38
12	HOXA13_(+)	0.2313	39
12	ZEB1_(-)	0.2313	39
12	FOSB_(+)	0.2312	41
12	ATF3_(+)	0.2307	42
12	TFDP2_(+)	0.2286	43
12	ELF3_(+)	0.2265	44
12	JUNB_(+)	0.2256	45
12	EGR1_(+)	0.2249	46
12	TFDP1_(+)	0.2236	47
12	E2F2_(+)	0.2235	48
12	TBP_(+)	0.2234	49
12	MBD2_(+)	0.2222	50
12	FOXP1_(+)	0.2218	51
12	IRF1_(+)	0.2217	52
12	EBF1_(-)	0.2216	53
12	ETS1_(+)	0.2213	54
12	ZEB2_(-)	0.2211	55
12	RARG_(+)	0.221	56
12	ZFX_(+)	0.2209	57
12	GLI3_(+)	0.2207	58
12	MXI1_(+)	0.2206	59
12	MAF_(+)	0.2203	60
12	BARX2_(+)	0.2194	61
12	HLTF_(+)	0.219	62
12	MYBL2_(+)	0.2182	63
12	STAT2_(+)	0.218	64
12	RELB_(+)	0.2171	65
12	NFKB1_(+)	0.2165	66
12	IRF9_(+)	0.2164	67
12	SMAD3_(+)	0.2163	68
12	EGR2_(+)	0.2161	69
12	KLF5_(+)	0.2159	70
12	SIN3A_(+)	0.2156	71
12	E2F8_(+)	0.215	72
12	MECP2_(+)	0.2144	73
12	VAX2_(+)	0.2143	74
12	FOXO3_(+)	0.2139	75
12	ELK4_(+)	0.2131	76
12	CHD1_(+)	0.213	77
12	RXRA_(-)	0.213	77
12	BHLHE40_(+)	0.2128	79
12	HMGA2_(+)	0.2122	80
12	NR3C1_(+)	0.2121	81
12	RFX3_(+)	0.2116	82
12	PLAGL1_(+)	0.2114	83
12	ZNF354C_(+)	0.2112	84
12	ZNF704_(+)	0.2112	84
12	BRCA1_(+)	0.2107	86
12	MTF2_(+)	0.2105	87
12	STAT3_(+)	0.2105	87
12	E2F3_(+)	0.2104	89
12	ZBTB21_(+)	0.2102	90
12	SATB2_(+)	0.21	91
12	SRF_(+)	0.2099	92
12	SIX1_(+)	0.2097	93
12	SP3_(+)	0.2095	94
12	MAFK_(+)	0.2092	95
12	ZNF148_(+)	0.2086	96
12	FLI1_(+)	0.2085	97
12	IRX2_(+)	0.2083	98
12	RFX2_(+)	0.2083	98
12	EGR3_(+)	0.2081	100
12	NFE2L2_(+)	0.2081	100
12	ELF1_(+)	0.208	102
12	PHF20_(+)	0.2079	103
12	TCF7L1_(+)	0.2074	104
12	ELF2_(+)	0.2072	105
12	ATF3_(-)	0.207	106
12	MYBL1_(+)	0.2066	107
12	RB1_(+)	0.2063	108
12	PGR_(+)	0.206	109
12	POU3F1_(+)	0.2048	110
12	SOX9_(+)	0.2045	111
12	FOXN2_(+)	0.2038	112
12	HOXD10_(+)	0.2038	112
12	NFIB_(+)	0.2028	114
12	POU2F1_(+)	0.2028	114
12	SMARCC2_(+)	0.2025	116
12	FOXA2_(+)	0.2023	117
12	BACH1_(+)	0.2022	118
12	DLX2_(+)	0.2016	119
12	SOX11_(+)	0.2015	120
12	PAX4_(+)	0.2011	121
12	CHURC1_(+)	0.2006	122
12	BCL6_(+)	0.1997	123
12	HOXA10_(+)	0.1997	123
12	NFIA_(+)	0.1994	125
12	E2F7_(+)	0.1988	126
12	TEAD1_(+)	0.1987	127
12	MYB_(+)	0.1986	128
12	MXD1_(+)	0.1981	129
12	DLX1_(+)	0.198	130
12	FOXM1_(+)	0.1976	131
12	BACH2_(+)	0.1975	132
12	RXRG_(+)	0.1962	133
12	TCF7_(+)	0.1958	134
12	KLF7_(+)	0.195	135
12	KLF12_(+)	0.1946	136
12	HMGA1_(+)	0.1941	137
12	EP300_(+)	0.194	138
12	SREBF2_(+)	0.1932	139
12	ARID3A_(+)	0.193	140
12	SP4_(+)	0.192	141
12	OVOL2_(+)	0.1919	142
12	MSX1_(+)	0.1916	143
12	CEBPG_(+)	0.1912	144
12	ATOH1_(+)	0.1907	145
12	TCF7L2_(+)	0.1893	146
12	FOXO3_(-)	0.1891	147
12	TAF1_(+)	0.189	148
12	BCL11A_(+)	0.1878	149
12	HOXA13_(-)	0.1865	150
12	PAX7_(+)	0.1863	151
12	ELF4_(+)	0.186	152
12	ZNF519_(+)	0.1851	153
12	RUNX3_(+)	0.1845	154
12	SIX5_(+)	0.1841	155
12	EVX1_(+)	0.1838	156
12	DRGX_(+)	0.1836	157
12	EBF1_(+)	0.1824	158
12	FOXO1_(+)	0.1816	159
12	ISL1_(+)	0.1816	159
12	SMAD4_(+)	0.1804	161
12	FOXI1_(+)	0.1797	162
12	MAFB_(+)	0.1794	163
12	SOX13_(+)	0.1788	164
12	CEBPA_(+)	0.1786	165
12	EHF_(-)	0.1786	165
12	HOXA10_(-)	0.1782	167
12	LHX6_(+)	0.1781	168
12	MAF_(-)	0.178	169
12	MNX1_(+)	0.1773	170
12	PDLIM5_(-)	0.177	171
12	PRDM1_(+)	0.1765	172
12	LTF_(+)	0.1761	173
12	USF2_(+)	0.176	174
12	GATA2_(-)	0.1757	175
12	ERG_(-)	0.1753	176
12	IRF8_(+)	0.1752	177
12	THRB_(-)	0.1742	178
12	GABPA_(+)	0.1739	179
12	ETV6_(+)	0.1736	180
12	GATA6_(+)	0.1735	181
12	MAFF_(-)	0.1732	182
12	IRF5_(+)	0.1727	183
12	ETV5_(+)	0.172	184
12	ASCL1_(+)	0.1715	185
12	NHLH1_(+)	0.1706	186
12	MAFA_(+)	0.1704	187
12	HOXD1_(+)	0.1702	188
12	FOXG1_(+)	0.1701	189
12	SOX2_(+)	0.1693	190
12	NEUROD1_(+)	0.1686	191
12	CREM_(+)	0.1685	192
12	IRF6_(-)	0.1684	193
12	IRF1_(-)	0.1683	194
12	FOS_(-)	0.1674	195
12	IKZF2_(-)	0.1674	195
12	KLF4_(-)	0.1674	195
12	LEF1_(-)	0.1674	195
12	TCF7L1_(-)	0.1674	195
12	TFAP2C_(-)	0.1674	195
13	PAX7_(+)	0.4225	1
13	RXRG_(+)	0.3405	2
13	LEF1_(-)	0.3397	3
13	IRF1_(-)	0.3257	4
13	EBF1_(+)	0.3158	5
13	MAFF_(-)	0.3151	6
13	BCL11A_(+)	0.3121	7
13	EHF_(-)	0.3108	8
13	SOX11_(+)	0.3098	9
13	ERG_(-)	0.3079	10
13	ETS1_(+)	0.3071	11
13	PDLIM5_(-)	0.3062	12
13	THRB_(-)	0.3042	13
13	DRGX_(+)	0.301	14
13	ETV5_(+)	0.2978	15
13	FOXO1_(+)	0.2974	16
13	MAF_(-)	0.2959	17
13	GATA2_(-)	0.2942	18
13	HOXA10_(-)	0.292	19
13	PAX4_(+)	0.2897	20
13	ASCL1_(+)	0.2876	21
13	FOXG1_(+)	0.285	22
13	SP4_(+)	0.2814	23
13	TCF7L1_(-)	0.2809	24
13	FOS_(-)	0.28	25
13	BACH2_(+)	0.2793	26
13	MNX1_(+)	0.276	27
13	HMGA2_(+)	0.2752	28
13	ISL1_(+)	0.2725	29
13	FLI1_(+)	0.2716	30
13	NFIB_(+)	0.2709	31
13	KLF12_(+)	0.2708	32
13	HMGA1_(+)	0.2696	33
13	NFIA_(+)	0.2692	34
13	ARID3A_(+)	0.2691	35
13	KLF7_(+)	0.2684	36
13	SOX9_(+)	0.2679	37
13	TCF7L1_(+)	0.2679	37
13	E2F7_(+)	0.2643	39
13	ATOH1_(+)	0.2638	40
13	RB1_(+)	0.2624	41
13	TFDP1_(+)	0.2624	41
13	SOX2_(+)	0.2619	43
13	MYBL2_(+)	0.2615	44
13	EGR3_(+)	0.2611	45
13	SIX1_(+)	0.2588	46
13	NFE2L2_(+)	0.2584	47
13	HOXA13_(-)	0.2556	48
13	E2F3_(+)	0.2541	49
13	MTF2_(+)	0.2532	50
13	SP3_(+)	0.253	51
13	SOX4_(+)	0.2521	52
13	E2F1_(+)	0.2509	53
13	HOXD10_(+)	0.2507	54
13	BRCA1_(+)	0.25	55
13	IKZF2_(-)	0.2498	56
13	YBX1_(+)	0.2498	56
13	E2F2_(+)	0.2488	58
13	ILF2_(+)	0.2487	59
13	ZNF704_(+)	0.2487	59
13	ELF2_(+)	0.2486	61
13	FOXN2_(+)	0.2486	61
13	RFX2_(+)	0.2486	61
13	DLX1_(+)	0.248	64
13	MYBL1_(+)	0.2477	65
13	POU2F1_(+)	0.247	66
13	ELF4_(+)	0.2469	67
13	MXI1_(+)	0.2458	68
13	VEZF1_(+)	0.2455	69
13	MAZ_(+)	0.2445	70
13	SIN3A_(+)	0.2442	71
13	CHD1_(+)	0.244	72
13	ZNF354C_(+)	0.2431	73
13	TEAD1_(+)	0.243	74
13	BHLHE40_(+)	0.2425	75
13	ZNF580_(+)	0.2414	76
13	BPTF_(+)	0.2406	77
13	BCLAF1_(+)	0.2403	78
13	SMAD3_(+)	0.24	79
13	PLAGL1_(+)	0.2395	80
13	BACH1_(+)	0.2394	81
13	ETV6_(+)	0.2394	81
13	RFX3_(+)	0.2393	83
13	EGR1_(+)	0.2392	84
13	JUND_(+)	0.2391	85
13	MBD2_(+)	0.2389	86
13	NR3C1_(+)	0.2386	87
13	ZNF148_(+)	0.2386	87
13	KLF5_(+)	0.2383	89
13	ELF1_(+)	0.2382	90
13	MECP2_(+)	0.2381	91
13	IRF1_(+)	0.2378	92
13	YY1_(+)	0.2377	93
13	E2F8_(+)	0.2376	94
13	SATB2_(+)	0.2376	94
13	FOXO3_(-)	0.2372	96
13	MYB_(+)	0.2368	97
13	NFIC_(+)	0.2366	98
13	GLI3_(+)	0.2363	99
13	NFKB1_(+)	0.2357	100
13	ZBTB21_(+)	0.2353	101
13	HOXB13_(+)	0.2349	102
13	SRF_(+)	0.2344	103
13	EGR2_(+)	0.2343	104
13	SPDEF_(+)	0.2343	104
13	PHF20_(+)	0.234	106
13	FOS_(+)	0.2324	107
13	KLF6_(+)	0.2321	108
13	MAF_(+)	0.2321	108
13	ZFX_(+)	0.2319	110
13	IRF6_(-)	0.2316	111
13	STAT1_(+)	0.2285	112
13	TFDP2_(+)	0.227	113
13	FOXO3_(+)	0.2254	114
13	SREBF2_(+)	0.2251	115
13	GATAD1_(+)	0.2248	116
13	CEBPB_(+)	0.2243	117
13	FOXM1_(+)	0.223	118
13	SMARCC2_(+)	0.2229	119
13	HOXA13_(+)	0.2228	120
13	BARX2_(+)	0.2227	121
13	NKX3-1_(+)	0.2224	122
13	ATF3_(+)	0.2219	123
13	CEBPD_(+)	0.2207	124
13	FOSB_(+)	0.2207	124
13	TCF3_(+)	0.2207	124
13	EP300_(+)	0.2197	127
13	RXRA_(+)	0.2196	128
13	STAT3_(+)	0.2195	129
13	EVX1_(+)	0.2191	130
13	MAFG_(+)	0.2189	131
13	JUN_(+)	0.2184	132
13	NFYB_(+)	0.2182	133
13	KLF4_(+)	0.2178	134
13	IRX2_(+)	0.2173	135
13	PURA_(+)	0.2166	136
13	HNF4A_(+)	0.2154	137
13	MAFF_(+)	0.215	138
13	IRF7_(+)	0.2137	139
13	CEBPA_(+)	0.2133	140
13	MSX1_(+)	0.2131	141
13	FOXP1_(+)	0.2127	142
13	JUNB_(+)	0.2122	143
13	FOXA2_(+)	0.2116	144
13	STAT2_(+)	0.2115	145
13	POU3F1_(+)	0.2114	146
13	MXD1_(+)	0.2093	147
13	TBP_(+)	0.2079	148
13	NHLH1_(+)	0.207	149
13	KLF4_(-)	0.2068	150
13	CREM_(+)	0.2049	151
13	FOXA1_(+)	0.2041	152
13	BCL6_(+)	0.2012	153
13	VAX2_(+)	0.2003	154
13	ZEB1_(-)	0.1999	155
13	RUNX3_(+)	0.1995	156
13	RELB_(+)	0.1987	157
13	MAFK_(+)	0.1986	158
13	ATF3_(-)	0.1981	159
13	TAF1_(+)	0.1979	160
13	DBP_(+)	0.1945	161
13	NEUROD1_(+)	0.194	162
13	SOX13_(+)	0.1928	163
13	DLX2_(+)	0.191	164
13	PGR_(+)	0.1897	165
13	CEBPG_(+)	0.1892	166
13	MZF1_(+)	0.1868	167
13	TCF7_(+)	0.1866	168
13	HOXA10_(+)	0.1865	169
13	FOXA2_(-)	0.1849	170
13	GABPA_(+)	0.1848	171
13	HLTF_(+)	0.1848	171
13	NFE2L1_(+)	0.1827	173
13	ZEB2_(-)	0.1815	174
13	GATA2_(+)	0.1813	175
13	PRDM1_(+)	0.1807	176
13	ELF3_(+)	0.1793	177
13	IRF5_(+)	0.1789	178
13	IRF9_(+)	0.177	179
13	EBF1_(-)	0.1749	180
13	RARG_(+)	0.1749	180
13	SIX5_(+)	0.1748	182
13	IRX4_(+)	0.1742	183
13	ZNF519_(+)	0.1737	184
13	ELK4_(+)	0.1732	185
13	LTF_(+)	0.1723	186
13	MAFB_(+)	0.1723	186
13	FOXI1_(+)	0.1717	188
13	GATA6_(+)	0.1702	189
13	TFAP2C_(-)	0.1702	189
13	USF2_(+)	0.1701	191
13	OVOL2_(+)	0.1695	192
13	TCF7L2_(+)	0.1693	193
13	HOXD1_(+)	0.1691	194
13	RXRA_(-)	0.1687	195
13	MAFA_(+)	0.1686	196
13	CHURC1_(+)	0.1674	197
13	IRF8_(+)	0.1674	197
13	LHX6_(+)	0.1674	197
13	SMAD4_(+)	0.1674	197
14	GATA6_(+)	0.2824	1
14	POU3F1_(+)	0.2804	2
14	MXD1_(+)	0.2588	3
14	HOXA10_(-)	0.2483	4
14	MAFG_(+)	0.2457	5
14	MAFF_(-)	0.2449	6
14	TBP_(+)	0.2444	7
14	KLF4_(-)	0.2432	8
14	FOS_(-)	0.2428	9
14	MNX1_(+)	0.2415	10
14	ISL1_(+)	0.241	11
14	SOX2_(+)	0.2396	12
14	KLF4_(+)	0.2395	13
14	SOX11_(+)	0.2391	14
14	E2F2_(+)	0.2382	15
14	EHF_(-)	0.2369	16
14	TFDP1_(+)	0.2362	17
14	TCF7L1_(-)	0.2357	18
14	SOX4_(+)	0.2354	19
14	SP3_(+)	0.2336	20
14	MTF2_(+)	0.2331	21
14	MYBL2_(+)	0.2323	22
14	DRGX_(+)	0.2321	23
14	YY1_(+)	0.2321	23
14	JUN_(+)	0.2314	25
14	E2F7_(+)	0.2312	26
14	IRF1_(-)	0.2312	26
14	PDLIM5_(-)	0.2311	28
14	CHD1_(+)	0.2305	29
14	E2F1_(+)	0.2304	30
14	SREBF2_(+)	0.2298	31
14	DBP_(+)	0.2295	32
14	PAX4_(+)	0.2289	33
14	RB1_(+)	0.2288	34
14	ERG_(-)	0.2286	35
14	BCL11A_(+)	0.2283	36
14	EBF1_(+)	0.2283	36
14	THRB_(-)	0.2283	36
14	E2F3_(+)	0.228	39
14	STAT2_(+)	0.228	39
14	FOS_(+)	0.2275	41
14	EGR1_(+)	0.2271	42
14	DLX2_(+)	0.2263	43
14	KLF5_(+)	0.2263	43
14	MYBL1_(+)	0.2251	45
14	JUNB_(+)	0.2249	46
14	E2F8_(+)	0.2247	47
14	SIN3A_(+)	0.2247	47
14	BCLAF1_(+)	0.2245	49
14	ZNF354C_(+)	0.2245	49
14	BRCA1_(+)	0.2244	51
14	HMGA1_(+)	0.2241	52
14	RFX2_(+)	0.224	53
14	PURA_(+)	0.2237	54
14	GATA2_(-)	0.2233	55
14	VEZF1_(+)	0.2233	55
14	BPTF_(+)	0.2231	57
14	FOXA2_(+)	0.2226	58
14	DLX1_(+)	0.2225	59
14	ELF2_(+)	0.2214	60
14	TCF3_(+)	0.2214	60
14	YBX1_(+)	0.2208	62
14	KLF12_(+)	0.2205	63
14	ATF3_(+)	0.2202	64
14	FOXM1_(+)	0.2198	65
14	IKZF2_(-)	0.2198	65
14	ILF2_(+)	0.2196	67
14	RXRG_(+)	0.2196	67
14	LEF1_(-)	0.2194	69
14	NFIC_(+)	0.2193	70
14	POU2F1_(+)	0.2193	70
14	ELF3_(+)	0.2192	72
14	ARID3A_(+)	0.219	73
14	IRX2_(+)	0.2186	74
14	ATOH1_(+)	0.218	75
14	MAF_(-)	0.2175	76
14	JUND_(+)	0.2173	77
14	ZBTB21_(+)	0.2173	77
14	FOXO3_(+)	0.2172	79
14	FOSB_(+)	0.2171	80
14	KLF7_(+)	0.2167	81
14	ELF1_(+)	0.2165	82
14	EGR2_(+)	0.2164	83
14	BACH2_(+)	0.2161	84
14	FOXO1_(+)	0.2157	85
14	KLF6_(+)	0.2154	86
14	NFIB_(+)	0.2153	87
14	EP300_(+)	0.2151	88
14	ETS1_(+)	0.215	89
14	NFE2L2_(+)	0.2146	90
14	PHF20_(+)	0.2144	91
14	STAT3_(+)	0.2144	91
14	EGR3_(+)	0.2142	93
14	TCF7_(+)	0.2141	94
14	SIX1_(+)	0.2139	95
14	ETV5_(+)	0.2137	96
14	ATF3_(-)	0.2136	97
14	MXI1_(+)	0.2135	98
14	MAZ_(+)	0.2131	99
14	ELF4_(+)	0.213	100
14	ZNF704_(+)	0.213	100
14	NFYB_(+)	0.2127	102
14	STAT1_(+)	0.2126	103
14	MAFF_(+)	0.2125	104
14	FOXN2_(+)	0.2124	105
14	ZNF148_(+)	0.2124	105
14	RFX3_(+)	0.2119	107
14	CEBPB_(+)	0.2118	108
14	SOX9_(+)	0.2118	108
14	MBD2_(+)	0.2114	110
14	VAX2_(+)	0.2112	111
14	IRF1_(+)	0.2111	112
14	FLI1_(+)	0.211	113
14	MECP2_(+)	0.211	113
14	EVX1_(+)	0.2109	115
14	FOXO3_(-)	0.2109	115
14	ZFX_(+)	0.2109	115
14	TFDP2_(+)	0.2106	118
14	BACH1_(+)	0.2104	119
14	SP4_(+)	0.2103	120
14	RXRA_(+)	0.2101	121
14	MAFB_(+)	0.21	122
14	SRF_(+)	0.2099	123
14	TEAD1_(+)	0.2099	123
14	HOXD10_(+)	0.2098	125
14	ZNF580_(+)	0.2096	126
14	BARX2_(+)	0.2092	127
14	HOXB13_(+)	0.2092	127
14	TCF7L1_(+)	0.2092	127
14	ASCL1_(+)	0.209	130
14	SPDEF_(+)	0.209	130
14	PLAGL1_(+)	0.2088	132
14	GATAD1_(+)	0.2087	133
14	MAFK_(+)	0.2087	133
14	IRF7_(+)	0.2082	135
14	SMAD3_(+)	0.2074	136
14	NFKB1_(+)	0.2069	137
14	NR3C1_(+)	0.2069	137
14	HMGA2_(+)	0.2066	139
14	FOXA1_(+)	0.2063	140
14	SMARCC2_(+)	0.2056	141
14	MAF_(+)	0.2055	142
14	TAF1_(+)	0.2054	143
14	NFIA_(+)	0.2052	144
14	PGR_(+)	0.2051	145
14	HNF4A_(+)	0.2048	146
14	HOXA10_(+)	0.2045	147
14	SATB2_(+)	0.2036	148
14	NFE2L1_(+)	0.2031	149
14	MYB_(+)	0.203	150
14	CEBPD_(+)	0.2029	151
14	ETV6_(+)	0.2018	152
14	HOXA13_(+)	0.2018	152
14	HOXA13_(-)	0.2017	154
14	GATA2_(+)	0.2006	155
14	FOXP1_(+)	0.1992	156
14	NKX3-1_(+)	0.1992	156
14	CEBPG_(+)	0.1983	158
14	BHLHE40_(+)	0.1957	159
14	RUNX3_(+)	0.1953	160
14	GLI3_(+)	0.195	161
14	NHLH1_(+)	0.1928	162
14	CEBPA_(+)	0.191	163
14	MSX1_(+)	0.1907	164
14	RELB_(+)	0.1907	164
14	ZNF519_(+)	0.1904	166
14	FOXI1_(+)	0.1902	167
14	RARG_(+)	0.1892	168
14	IRF6_(-)	0.1885	169
14	FOXA2_(-)	0.1855	170
14	BCL6_(+)	0.1851	171
14	OVOL2_(+)	0.1847	172
14	ZEB1_(-)	0.1843	173
14	NEUROD1_(+)	0.1838	174
14	LTF_(+)	0.1831	175
14	TFAP2C_(-)	0.1829	176
14	MAFA_(+)	0.181	177
14	ZEB2_(-)	0.1809	178
14	PAX7_(+)	0.1808	179
14	CREM_(+)	0.1806	180
14	HLTF_(+)	0.1799	181
14	IRF9_(+)	0.1796	182
14	CHURC1_(+)	0.1791	183
14	SMAD4_(+)	0.1788	184
14	GABPA_(+)	0.1768	185
14	EBF1_(-)	0.1762	186
14	SIX5_(+)	0.1762	186
14	PRDM1_(+)	0.1752	188
14	MZF1_(+)	0.1749	189
14	IRX4_(+)	0.174	190
14	RXRA_(-)	0.1725	191
14	TCF7L2_(+)	0.1724	192
14	IRF5_(+)	0.1721	193
14	SOX13_(+)	0.1717	194
14	HOXD1_(+)	0.1707	195
14	ELK4_(+)	0.1703	196
14	FOXG1_(+)	0.1693	197
14	IRF8_(+)	0.1674	198
14	LHX6_(+)	0.1674	198
14	USF2_(+)	0.1674	198
15	IRX4_(+)	0.2844	1
15	IRF7_(+)	0.28	2
15	NFYB_(+)	0.248	3
15	ZNF580_(+)	0.2457	4
15	SPDEF_(+)	0.2399	5
15	MAZ_(+)	0.2394	6
15	HOXB13_(+)	0.2386	7
15	RXRA_(+)	0.2373	8
15	ILF2_(+)	0.237	9
15	MAFG_(+)	0.2343	10
15	STAT1_(+)	0.2321	11
15	JUND_(+)	0.2281	12
15	YBX1_(+)	0.2266	13
15	PURA_(+)	0.2252	14
15	NKX3-1_(+)	0.2249	15
15	NFIC_(+)	0.2238	16
15	TCF3_(+)	0.2226	17
15	FOXA2_(-)	0.2193	18
15	YY1_(+)	0.2178	19
15	GATAD1_(+)	0.2177	20
15	E2F1_(+)	0.2157	21
15	MAF_(+)	0.2155	22
15	CEBPB_(+)	0.2142	23
15	ZEB1_(-)	0.2129	24
15	KLF4_(+)	0.2108	25
15	NFE2L1_(+)	0.2101	26
15	SOX4_(+)	0.2097	27
15	ELK4_(+)	0.2076	28
15	RARG_(+)	0.205	29
15	IRF9_(+)	0.2047	30
15	FOS_(+)	0.2046	31
15	ELF3_(+)	0.2045	32
15	KLF6_(+)	0.2043	33
15	JUN_(+)	0.2033	34
15	RXRA_(-)	0.2025	35
15	FOXA1_(+)	0.2023	36
15	BPTF_(+)	0.2021	37
15	CEBPD_(+)	0.2011	38
15	MYBL2_(+)	0.2007	39
15	BCLAF1_(+)	0.1993	40
15	VEZF1_(+)	0.1989	41
15	HNF4A_(+)	0.1985	42
15	E2F2_(+)	0.1979	43
15	TFDP1_(+)	0.1978	44
15	FOSB_(+)	0.1973	45
15	MBD2_(+)	0.1973	45
15	TFDP2_(+)	0.1966	47
15	ZFX_(+)	0.1961	48
15	TBP_(+)	0.1959	49
15	ATF3_(+)	0.1956	50
15	MAFF_(+)	0.1955	51
15	IRX2_(+)	0.1946	52
15	MXI1_(+)	0.1937	53
15	FOXM1_(+)	0.1928	54
15	E2F8_(+)	0.1927	55
15	ETS1_(+)	0.1922	56
15	MZF1_(+)	0.1922	56
15	EGR1_(+)	0.192	58
15	ARID3A_(+)	0.1897	59
15	SIN3A_(+)	0.1894	60
15	SOX11_(+)	0.1885	61
15	HOXA13_(+)	0.1884	62
15	FOXP1_(+)	0.188	63
15	SIX1_(+)	0.1879	64
15	HMGA2_(+)	0.1874	65
15	MYBL1_(+)	0.1874	65
15	BRCA1_(+)	0.1873	67
15	CHD1_(+)	0.1871	68
15	EBF1_(-)	0.1868	69
15	IRF1_(+)	0.1868	69
15	FOXO3_(+)	0.1865	71
15	PAX4_(+)	0.1864	72
15	NFKB1_(+)	0.1863	73
15	FLI1_(+)	0.1862	74
15	PLAGL1_(+)	0.1862	74
15	NFE2L2_(+)	0.1859	76
15	TCF7L2_(+)	0.1859	76
15	PGR_(+)	0.1854	78
15	STAT2_(+)	0.1853	79
15	E2F3_(+)	0.1851	80
15	OVOL2_(+)	0.1851	80
15	SMAD3_(+)	0.1849	82
15	SOX9_(+)	0.1847	83
15	KLF5_(+)	0.1846	84
15	MAFK_(+)	0.1846	84
15	EGR2_(+)	0.1845	86
15	BHLHE40_(+)	0.1844	87
15	GATA2_(+)	0.1843	88
15	HLTF_(+)	0.1839	89
15	HOXA10_(+)	0.1839	89
15	SP3_(+)	0.1836	91
15	MTF2_(+)	0.1835	92
15	STAT3_(+)	0.1835	92
15	RFX2_(+)	0.1834	94
15	VAX2_(+)	0.1829	95
15	HMGA1_(+)	0.1827	96
15	MAFB_(+)	0.1826	97
15	NR3C1_(+)	0.1826	97
15	RB1_(+)	0.1826	97
